[12-Aug-2015 15:19:02 Europe/Amsterdam] PHP Fatal error:  Undefined constant 'Hyperized\Wefact' in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 38
[12-Aug-2015 15:19:08 Europe/Amsterdam] PHP Fatal error:  Call to undefined function hyperized\wefact() in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 38
[12-Aug-2015 15:19:28 Europe/Amsterdam] PHP Fatal error:  Call to undefined function app\http\controllers\hyperized\wefact() in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 38
[12-Aug-2015 15:19:34 Europe/Amsterdam] PHP Fatal error:  Call to undefined function App\Http\Controllers\Wefact() in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 38
[12-Aug-2015 15:19:53 Europe/Amsterdam] PHP Fatal error:  Class 'Hyperized\Wefact\WeFactAPI' not found in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 38
[12-Aug-2015 15:20:23 Europe/Amsterdam] PHP Fatal error:  Class 'Hyperized\Wefact\WeFactAPI' not found in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 38
[12-Aug-2015 15:20:49 Europe/Amsterdam] PHP Fatal error:  Call to undefined function hyperized\wefact\wefactapi() in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 38
[12-Aug-2015 15:22:37 Europe/Amsterdam] PHP Fatal error:  Function name must be a string in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 43
[12-Aug-2015 15:23:04 Europe/Amsterdam] PHP Fatal error:  Function name must be a string in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 43
[12-Aug-2015 15:23:06 Europe/Amsterdam] PHP Fatal error:  Function name must be a string in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 43
[12-Aug-2015 15:23:06 Europe/Amsterdam] PHP Fatal error:  Function name must be a string in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 43
[12-Aug-2015 15:25:22 Europe/Amsterdam] PHP Fatal error:  Call to undefined function hyperized\wefact\invoice() in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 38
[12-Aug-2015 15:25:40 Europe/Amsterdam] PHP Fatal error:  Undefined constant 'Hyperized\Wefact\Invoice' in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 38
[12-Aug-2015 16:01:31 Europe/Amsterdam] PHP Fatal error:  Class 'App\Http\Controllers\WeFactAPI' not found in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/HomeController.php on line 38
[12-Aug-2015 16:34:40 Europe/Amsterdam] PHP Fatal error:  Call to a member function list() on a non-object in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/WefactController.php on line 34
[12-Aug-2015 16:52:29 Europe/Amsterdam] PHP Fatal error:  Cannot use [] for reading in /home/id00005/domains/digitusmarketing.nl/app/Http/Controllers/WefactController.php on line 34
